state,numcol,yieldpercol,totalprod,stocks,priceperlb,prodvalue,year,StateName,Region,FIPS,nCLOTHIANIDIN,nIMIDACLOPRID,nTHIAMETHOXAM,nACETAMIPRID,nTHIACLOPRID,nAllNeonic
UT,43000,59,2537000,1218000,0.53,1345000,1994,Utah,West,49,,,,,,
UT,45000,34,1530000,199000,0.55,842000,1991,Utah,West,49,,,,,,
UT,47000,56,2632000,632000,0.58,1527000,1992,Utah,West,49,,,,,,
UT,22000,59,1298000,208000,1.3,1687000,2002,Utah,West,49,0.0,44.0,1.4,0.5,0.0,45.9
UT,23000,38,874000,315000,0.65,568000,2001,Utah,West,49,0.0,11.6,0.0,0.0,0.0,11.6
UT,23000,39,897000,170000,1.75,1570000,2011,Utah,West,49,141.7,297.0,188.0,0.0,0.0,626.7
UT,24000,41,984000,462000,0.6,590000,2000,Utah,West,49,0.0,88.7,0.0,0.0,0.0,88.7
UT,24000,45,1080000,346000,0.95,1026000,2005,Utah,West,49,76.6,25.4,11.4,40.6,0.0,154.0
UT,24000,70,1680000,554000,1.1,1848000,2004,Utah,West,49,100.3,39.9,0.9,37.9,0.0,179.0
UT,25000,38,950000,209000,1.87,1777000,2012,Utah,West,49,700.6,636.4,196.2,0.0,0.0,1533.2
UT,25000,57,1425000,157000,1.28,1824000,2003,Utah,West,49,0.0,45.7,1.7,12.2,0.0,59.6
UT,26000,30,780000,195000,1.53,1193000,2010,Utah,West,49,155.4,256.4,157.1,26.9,0.0,595.8
UT,26000,38,988000,198000,1.46,1442000,2009,Utah,West,49,80.9,148.3,91.0,20.7,0.0,340.9
UT,26000,45,1170000,433000,0.68,796000,1999,Utah,West,49,0.0,19.8,0.0,0.0,0.0,19.8
UT,26000,50,1300000,299000,0.98,1274000,2006,Utah,West,49,48.3,12.3,50.8,19.4,0.0,130.8
UT,27000,31,837000,67000,2.06,1724000,2017,Utah,West,49,,,,,,
UT,27000,42,1134000,147000,1.92,2177000,2015,Utah,West,49,0.0,220.3,0.3,3.2,0.0,223.8
UT,28000,42,1176000,270000,1.13,1329000,2007,Utah,West,49,11.9,17.7,6.5,8.7,0.0,44.8
UT,28000,48,1344000,242000,1.57,2110000,2008,Utah,West,49,150.2,68.0,39.7,25.1,0.0,283.0
UT,29000,28,812000,130000,2.13,1730000,2014,Utah,West,49,892.3,434.2,413.5,11.5,0.0,1751.5
UT,30000,34,1020000,92000,2.09,2132000,2013,Utah,West,49,536.7,554.5,527.2,21.3,0.0,1639.7
UT,30000,58,1740000,557000,0.65,1131000,1998,Utah,West,49,0.0,61.6,0.0,0.0,0.0,61.6
UT,31000,32,992000,169000,1.93,1915000,2016,Utah,West,49,0.0,87.4,8.1,0.0,0.0,95.5
VA,7000,50,350000,119000,1.48,518000,1996,Virginia,South,51,0.0,756.3,0.0,0.0,0.0,756.3
VA,8000,53,424000,157000,1.45,615000,1997,Virginia,South,51,0.0,1444.6,0.0,0.0,0.0,1444.6
VA,9000,45,405000,97000,0.67,271000,1995,Virginia,South,51,0.0,1347.7,0.0,0.0,0.0,1347.7
VA,10000,54,540000,59000,0.81,437000,1993,Virginia,South,51,,,,,,
VA,11000,52,572000,109000,0.65,372000,1994,Virginia,South,51,,,,,,
VA,13000,38,494000,84000,0.71,351000,1992,Virginia,South,51,,,,,,
VA,16000,33,528000,58000,0.72,380000,1991,Virginia,South,51,,,,,,
VA,4000,40,160000,21000,4.07,651000,2011,Virginia,South,51,3086.9,4546.1,5719.8,838.4,9.3,14200.5
VA,4000,41,164000,23000,3.77,618000,2012,Virginia,South,51,6663.5,2546.8,3471.1,628.5,14.8,13324.7
VA,5000,35,175000,39000,5.73,1003000,2017,Virginia,South,51,,,,,,
VA,5000,35,175000,42000,4.5,788000,2013,Virginia,South,51,2191.6,8739.3,4279.2,309.2,10.8,15530.1
VA,5000,37,185000,37000,3.32,614000,2010,Virginia,South,51,3070.4,2374.8,1349.2,836.0,70.1,7700.5
VA,5000,38,190000,30000,5.85,1112000,2016,Virginia,South,51,4225.6,3238.6,1000.9,1306.8,0.0,9771.90000000001
VA,6000,37,222000,69000,1.68,373000,2003,Virginia,South,51,0.0,958.7,234.2,13.2,0.0,1206.1
VA,6000,38,228000,50000,5.53,1261000,2015,Virginia,South,51,141.0,4370.8,400.5,1568.8,23.1,6504.2
VA,6000,39,234000,56000,3.45,807000,2009,Virginia,South,51,3954.9,1283.8,3659.6,486.1,177.4,9561.8
VA,6000,41,246000,57000,4.68,1151000,2014,Virginia,South,51,5310.4,12277.3,3840.9,751.3,29.7,22209.6
VA,6000,42,252000,45000,2.42,610000,2008,Virginia,South,51,5303.8,1061.8,1514.2,481.0,0.0,8360.8
VA,6000,46,276000,63000,2.43,671000,2007,Virginia,South,51,2899.7,1890.4,2715.4,710.4,25.8,8241.7
VA,7000,35,245000,86000,1.17,287000,1999,Virginia,South,51,0.0,835.5,0.0,0.0,0.0,835.5
VA,7000,38,266000,69000,2.1,559000,2004,Virginia,South,51,1319.2,1480.5,616.5,132.8,0.0,3549.0
VA,7000,42,294000,103000,1.5,441000,2000,Virginia,South,51,0.0,1660.0,0.0,0.0,0.0,1660.0
VA,8000,37,296000,59000,2.2,651000,2005,Virginia,South,51,1038.9,1388.6,437.0,1041.6,20.9,3927.0
VA,8000,37,296000,86000,1.33,394000,1998,Virginia,South,51,0.0,2842.2,0.0,0.0,0.0,2842.2
VA,8000,38,304000,79000,1.9,578000,2002,Virginia,South,51,0.0,3070.0,250.8,0.0,0.0,3320.8
VA,8000,42,336000,114000,2.2,739000,2006,Virginia,South,51,2827.3,3115.1,1173.0,1046.9,61.2,8223.5
VA,9000,52,468000,94000,1.26,590000,2001,Virginia,South,51,0.0,1708.9,0.0,0.0,0.0,1708.9
VT,4000,83,332000,93000,1.01,335000,1996,Vermont,Northeast,50,0.0,510.2,0.0,0.0,0.0,510.2
VT,5000,63,315000,249000,0.83,261000,1997,Vermont,Northeast,50,0.0,68.3,0.0,0.0,0.0,68.3
VT,5000,67,335000,131000,0.86,288000,1995,Vermont,Northeast,50,0.0,10.4,0.0,0.0,0.0,10.4
VT,5000,77,385000,189000,0.87,335000,1994,Vermont,Northeast,50,,,,,,
VT,6000,63,378000,200000,0.75,284000,1992,Vermont,Northeast,50,,,,,,
VT,6000,75,450000,198000,0.8,360000,1991,Vermont,Northeast,50,,,,,,
VT,6000,82,492000,216000,0.67,330000,1993,Vermont,Northeast,50,,,,,,
VT,3000,51,153000,46000,3.89,595000,2013,Vermont,Northeast,50,1389.4,114.2,245.0,135.6,94.3,1978.5
VT,3000,58,174000,61000,4.89,851000,2014,Vermont,Northeast,50,1517.8,209.5,176.0,50.7,57.0,2011.0
VT,4000,43,172000,43000,2.31,397000,2011,Vermont,Northeast,50,359.3,75.9,130.6,50.6,129.3,745.7
VT,4000,60,240000,53000,2.39,574000,2012,Vermont,Northeast,50,510.0,72.9,80.6,42.2,93.8,799.5
VT,4000,65,260000,73000,3.1,806000,2010,Vermont,Northeast,50,304.0,113.1,188.7,155.7,81.7,843.2
VT,5000,49,245000,69000,2.01,492000,2009,Vermont,Northeast,50,229.7,85.6,146.8,22.8,149.8,634.7
VT,5000,52,260000,62000,4.23,1100000,2015,Vermont,Northeast,50,0.0,80.6,18.9,49.0,69.4,217.9
VT,5000,64,320000,96000,1.7,544000,2007,Vermont,Northeast,50,70.4,77.2,758.4,77.0,36.7,1019.7
VT,5000,66,330000,119000,2.2,726000,2008,Vermont,Northeast,50,201.1,125.9,62.1,57.9,65.0,512.0
VT,6000,52,312000,69000,3.64,1136000,2016,Vermont,Northeast,50,0.0,39.7,21.8,51.5,0.0,113.0
VT,6000,56,336000,144000,1.2,403000,2006,Vermont,Northeast,50,395.1,49.9,15.2,54.8,168.0,683.0
VT,6000,64,384000,207000,0.85,326000,1998,Vermont,Northeast,50,0.0,3.2,0.0,0.0,0.0,3.2
VT,6000,66,396000,222000,0.63,249000,1999,Vermont,Northeast,50,0.0,14.4,0.0,0.0,0.0,14.4
VT,6000,68,408000,192000,1.51,616000,2004,Vermont,Northeast,50,92.2,185.9,7.5,3.9,17.8,307.3
VT,6000,91,546000,169000,1.12,612000,2005,Vermont,Northeast,50,33.4,937.5,112.7,134.9,101.2,1319.7
VT,7000,45,315000,120000,4.17,1314000,2017,Vermont,Northeast,50,,,,,,
VT,7000,59,413000,211000,0.68,281000,2000,Vermont,Northeast,50,0.0,41.6,0.0,0.0,0.0,41.6
VT,7000,81,567000,249000,0.92,522000,2001,Vermont,Northeast,50,0.0,69.8,0.0,0.0,0.0,69.8
VT,7000,83,581000,163000,1.96,1139000,2003,Vermont,Northeast,50,0.0,21.0,1.9,0.0,0.0,22.9
VT,7000,89,623000,274000,1.2,748000,2002,Vermont,Northeast,50,0.0,37.8,1.9,0.0,0.0,39.7
WA,57000,58,3306000,1025000,0.9,2975000,1996,Washington,West,53,0.0,4718.4,0.0,0.0,0.0,4718.4
WA,60000,45,2700000,513000,0.61,1647000,1993,Washington,West,53,,,,,,
WA,60000,52,3120000,1498000,0.76,2371000,1997,Washington,West,53,0.0,16320.3,0.0,0.0,0.0,16320.3
WA,60000,59,3540000,637000,0.57,2018000,1995,Washington,West,53,0.0,3186.6,0.0,0.0,0.0,3186.6
WA,60000,62,3720000,1265000,0.54,2009000,1994,Washington,West,53,0.0,943.2,0.0,0.0,0.0,943.2
WA,80000,44,3520000,1197000,0.58,2042000,1992,Washington,West,53,,,,,,
WA,85000,42,3570000,678000,0.57,2035000,1991,Washington,West,53,,,,,,
WA,46000,44,2024000,648000,1.25,2530000,2007,Washington,West,53,2433.3,8497.6,1251.5,8455.8,1077.2,21715.4
WA,48000,52,2496000,1048000,0.72,1797000,2001,Washington,West,53,0.0,6570.7,211.1,0.0,0.0,6781.8
WA,49000,44,2156000,862000,1.51,3256000,2008,Washington,West,53,1424.6,5617.2,2020.9,6533.6,870.8,16467.1
WA,49000,52,2548000,1605000,1.24,3160000,2006,Washington,West,53,387.7,3184.9,708.9,6736.5,2202.6,13220.6
WA,50000,51,2550000,561000,1.27,3239000,2002,Washington,West,53,0.0,7068.2,717.5,1628.6,0.0,9414.3
WA,51000,55,2805000,1935000,1.01,2833000,2005,Washington,West,53,3393.6,5273.1,4023.6,6638.4,1434.4,20763.1
WA,52000,50,2600000,1170000,0.6,1560000,1999,Washington,West,53,0.0,3698.9,0.0,0.0,0.0,3698.9
WA,52000,54,2808000,1151000,0.58,1629000,2000,Washington,West,53,0.0,10588.6,0.0,0.0,0.0,10588.6
WA,56000,63,3528000,1376000,0.98,3457000,2004,Washington,West,53,23.6,5227.5,1679.7,6923.3,1762.5,15616.6
WA,58000,51,2958000,1361000,0.64,1893000,1998,Washington,West,53,0.0,24933.7,0.0,0.0,0.0,24933.7
WA,58000,56,3248000,942000,1.46,4742000,2003,Washington,West,53,0.0,5527.7,1402.7,6656.6,0.0,13587.0
WA,62000,41,2542000,1017000,2.38,6050000,2012,Washington,West,53,4485.0,25521.0,11293.0,6504.0,754.1,48557.1
WA,62000,44,2728000,1064000,1.58,4310000,2009,Washington,West,53,1633.3,11217.8,7777.0,5437.6,1717.3,27783.0
WA,68000,44,2992000,1167000,2.61,7809000,2014,Washington,West,53,3319.3,19598.3,12349.6,6223.8,2045.0,43536.0
WA,69000,39,2691000,1023000,2.3,6189000,2013,Washington,West,53,4413.2,17842.4,14776.1,4190.6,4273.2,45495.5
WA,71000,37,2627000,1077000,1.57,4124000,2010,Washington,West,53,1046.9,15741.2,6492.3,4465.9,2398.2,30144.5
WA,71000,38,2698000,836000,1.93,5207000,2011,Washington,West,53,5530.4,13205.8,14840.0,3141.8,2379.3,39097.3
WA,73000,44,3212000,1221000,1.8,5782000,2015,Washington,West,53,419.9,20780.1,3198.6,6707.3,611.9,31717.8
WA,77000,45,3465000,1594000,2.25,7796000,2017,Washington,West,53,,,,,,
WA,84000,35,2940000,412000,1.99,5851000,2016,Washington,West,53,3280.3,13275.1,4947.3,6453.8,64.0,28020.5
WI,69000,78,5382000,2422000,0.9,4844000,1996,Wisconsin,Midwest,55,0.0,4545.6,0.0,0.0,0.0,4545.6
WI,73000,79,5767000,2134000,0.7,4037000,1995,Wisconsin,Midwest,55,0.0,894.0,0.0,0.0,0.0,894.0
WI,75000,71,5325000,1864000,0.6,3195000,1994,Wisconsin,Midwest,55,,,,,,
WI,79000,60,4740000,2797000,0.9,4266000,1997,Wisconsin,Midwest,55,0.0,4965.0,0.0,0.0,0.0,4965.0
WI,100000,82,8200000,4100000,0.59,4838000,1993,Wisconsin,Midwest,55,,,,,,
WI,105000,66,6930000,1525000,0.58,4019000,1992,Wisconsin,Midwest,55,,,,,,
WI,110000,67,7370000,1843000,0.56,4127000,1991,Wisconsin,Midwest,55,,,,,,
WI,52000,67,3484000,1603000,2.43,8466000,2015,Wisconsin,Midwest,55,937.5,3301.6,7233.8,679.4,0.0,12152.3
WI,53000,54,2862000,1030000,2.38,6812000,2014,Wisconsin,Midwest,55,48908.5,9756.5,22715.0,292.0,0.0,81672.0
WI,53000,56,2968000,683000,2.77,8221000,2017,Wisconsin,Midwest,55,,,,,,
WI,54000,62,3348000,1205000,2.67,8939000,2016,Wisconsin,Midwest,55,459.5,4535.9,1706.2,580.0,0.0,7281.6
WI,57000,63,3591000,1508000,1.89,6787000,2011,Wisconsin,Midwest,55,24781.5,6481.0,14983.6,73.6,0.0,46319.7
WI,58000,80,4640000,2366000,1.5,6960000,2008,Wisconsin,Midwest,55,19831.9,9206.2,11522.2,9.1,0.0,40569.4
WI,59000,60,3540000,1558000,2.38,8425000,2013,Wisconsin,Midwest,55,51622.8,9692.6,16506.0,226.8,0.0,78048.2
WI,60000,69,4140000,1863000,2.05,8487000,2012,Wisconsin,Midwest,55,34275.8,12434.9,18072.8,411.3,0.0,65194.8
WI,60000,84,5040000,3024000,1.22,6149000,2007,Wisconsin,Midwest,55,11492.4,4137.0,7236.8,42.1,0.0,22908.3
WI,63000,60,3780000,1588000,1.58,5972000,2009,Wisconsin,Midwest,55,17591.6,9564.6,18956.0,64.7,0.0,46176.9
WI,64000,64,4096000,1556000,1.68,6881000,2010,Wisconsin,Midwest,55,18832.0,8568.4,14277.6,92.4,0.0,41770.4
WI,64000,83,5312000,2922000,1.14,6056000,2005,Wisconsin,Midwest,55,8211.9,4763.9,3063.0,1123.7,0.0,17162.5
WI,64000,93,5952000,2500000,1.12,6666000,2006,Wisconsin,Midwest,55,8449.8,4313.0,7194.5,222.7,0.0,20180.0
WI,67000,81,5427000,3419000,0.82,4450000,2001,Wisconsin,Midwest,55,0.0,6284.4,29.1,0.0,0.0,6313.5
WI,68000,86,5848000,2632000,1.19,6959000,2004,Wisconsin,Midwest,55,2434.3,8487.0,1680.6,0.0,0.0,12601.9
WI,70000,95,6650000,2461000,1.34,8911000,2002,Wisconsin,Midwest,55,0.0,3654.8,680.9,0.0,0.0,4335.7
WI,74000,77,5698000,2678000,1.47,8376000,2003,Wisconsin,Midwest,55,0.0,3263.5,1950.7,0.0,0.0,5214.2
WI,80000,75,6.00E+06,4560000,0.68,4080000,1999,Wisconsin,Midwest,55,0.0,3660.9,0.0,0.0,0.0,3660.9
WI,84000,90,7560000,4385000,0.68,5141000,2000,Wisconsin,Midwest,55,0.0,9522.6,0.0,0.0,0.0,9522.6
WI,89000,91,8099000,5264000,0.72,5831000,1998,Wisconsin,Midwest,55,0.0,4283.2,0.0,0.0,0.0,4283.2
WV,8000,70,560000,280000,1.11,622000,1997,West Virginia,South,54,0.0,144.8,0.0,0.0,0.0,144.8
WV,10000,59,590000,207000,1.59,938000,1996,West Virginia,South,54,0.0,515.4,0.0,0.0,0.0,515.4
WV,13000,41,533000,48000,1.18,629000,1995,West Virginia,South,54,0.0,322.0,0.0,0.0,0.0,322.0
WV,20000,37,740000,259000,1.11,821000,1993,West Virginia,South,54,,,,,,
WV,20000,44,880000,414000,1.18,1038000,1994,West Virginia,South,54,,,,,,
WV,23000,55,1265000,759000,0.85,1075000,1992,West Virginia,South,54,,,,,,
WV,26000,24,624000,287000,0.87,543000,1991,West Virginia,South,54,,,,,,
WV,4000,53,212000,45000,2.57,545000,2011,West Virginia,South,54,258.3,332.1,257.3,276.1,92.2,1216.0
WV,5000,32,160000,43000,3.92,627000,2016,West Virginia,South,54,179.4,39.6,35.7,265.3,0.0,520.000000000001
WV,5000,35,175000,32000,4.44,777000,2015,West Virginia,South,54,59.8,310.7,44.0,469.1,249.2,1132.8
WV,5000,37,185000,33000,2.6,481000,2009,West Virginia,South,54,409.4,104.9,131.4,206.8,69.2,921.7
WV,5000,40,2.00E+05,40000,2.39,478000,2010,West Virginia,South,54,324.1,174.9,92.2,238.5,36.6,866.3
WV,6000,31,186000,33000,4.07,757000,2014,West Virginia,South,54,578.5,682.1,547.4,599.4,244.6,2652.0
WV,6000,39,234000,152000,1.09,255000,1999,West Virginia,South,54,0.0,251.2,0.0,0.0,0.0,251.2
WV,6000,40,240000,50000,3.85,924000,2017,West Virginia,South,54,,,,,,
WV,6000,42,252000,68000,2.02,509000,2006,West Virginia,South,54,173.8,153.6,41.1,294.4,21.0,683.9
WV,6000,43,258000,49000,2.16,557000,2008,West Virginia,South,54,385.8,94.1,51.2,260.1,0.0,791.2
WV,6000,46,276000,83000,3.66,1010000,2013,West Virginia,South,54,394.5,379.0,318.9,525.7,13.7,1631.8
WV,6000,48,288000,95000,2.09,602000,2007,West Virginia,South,54,143.4,178.0,66.6,288.9,172.6,849.5
WV,6000,48,288000,95000,2.91,838000,2012,West Virginia,South,54,849.4,275.2,309.2,190.5,127.2,1751.5
WV,6000,55,330000,155000,1.14,376000,1998,West Virginia,South,54,0.0,120.7,0.0,0.0,0.0,120.7
WV,7000,54,378000,234000,1.22,461000,2000,West Virginia,South,54,0.0,130.0,0.0,0.0,0.0,130.0
WV,7000,65,455000,410000,1.42,646000,2001,West Virginia,South,54,0.0,62.0,0.0,0.0,0.0,62.0
WV,8000,47,376000,194000,1.89,711000,2003,West Virginia,South,54,0.0,181.4,0.3,4.2,0.0,185.9
WV,8000,51,408000,102000,1.29,526000,2005,West Virginia,South,54,54.5,130.1,19.4,251.5,153.8,609.3
WV,9000,51,459000,151000,1.32,606000,2002,West Virginia,South,54,0.0,81.9,0.4,0.0,0.0,82.3
WV,9000,55,495000,183000,1.41,698000,2004,West Virginia,South,54,144.9,208.8,28.1,30.7,0.0,412.5
WY,34000,55,1870000,393000,0.53,991000,1993,Wyoming,West,56,,,,,,
WY,38000,36,1368000,150000,0.73,999000,1995,Wyoming,West,56,0,0,0,0,0,0
WY,38000,62,2356000,660000,0.75,1767000,1997,Wyoming,West,56,0.0,52.3,0.0,0.0,0.0,52.3
WY,40000,73,2920000,526000,0.9,2628000,1996,Wyoming,West,56,0,0,0,0,0,0
WY,41000,52,2132000,192000,0.55,1173000,1991,Wyoming,West,56,,,,,,
WY,41000,70,2870000,287000,0.54,1550000,1992,Wyoming,West,56,,,,,,
WY,46000,69,3174000,667000,0.58,1841000,1994,Wyoming,West,56,,,,,,
WY,34000,36,1224000,282000,1.59,1946000,2010,Wyoming,West,56,756.3,128.1,663.7,0.0,0.0,1548.1
WY,35000,54,1890000,265000,1.72,3251000,2011,Wyoming,West,56,802.7,118.2,271.6,0.0,0.0,1192.5
WY,37000,48,1776000,391000,1.43,2540000,2009,Wyoming,West,56,901.3,137.1,469.7,0.0,0.0,1508.1
WY,37000,72,2664000,746000,0.61,1625000,1999,Wyoming,West,56,0.0,23.2,0.0,0.0,0.0,23.2
WY,38000,61,2318000,255000,2.08,4821000,2014,Wyoming,West,56,1262.0,258.2,566.1,0.0,0.0,2086.3
WY,38000,63,2394000,383000,1.33,3184000,2002,Wyoming,West,56,0.0,45.4,22.0,0.0,0.0,67.4
WY,38000,77,2926000,146000,1.9,5559000,2015,Wyoming,West,56,0.0,114.4,19.0,0.0,0.0,133.4
WY,38000,77,2926000,468000,0.65,1902000,2001,Wyoming,West,56,0.0,188.8,4.3,0.0,0.0,193.1
WY,39000,53,2067000,186000,1.59,3287000,2017,Wyoming,West,56,,,,,,
WY,39000,61,2379000,381000,1.37,3259000,2008,Wyoming,West,56,391.7,43.1,859.2,0.0,0.0,1294.0
WY,39000,75,2925000,380000,1.1,3218000,2004,Wyoming,West,56,217.8,132.1,75.2,0.0,0.0,425.1
WY,39000,81,3159000,474000,1.41,4454000,2003,Wyoming,West,56,0.0,19.0,35.1,0.0,0.0,54.1
WY,39000,85,3315000,497000,0.98,3249000,2006,Wyoming,West,56,218.1,31.9,83.7,0.0,0.0,333.7
WY,39000,93,3627000,798000,0.59,2140000,2000,Wyoming,West,56,0.0,44.5,0.0,0.0,0.0,44.5
WY,40000,56,2240000,291000,0.89,1994000,2005,Wyoming,West,56,182.7,98.5,105.7,0.0,0.0,386.9
WY,40000,68,2720000,190000,1.78,4842000,2016,Wyoming,West,56,0.0,27.5,9.4,0.0,0.0,36.9
WY,43000,80,3440000,894000,1,3440000,2007,Wyoming,West,56,122.2,198.3,76.3,0.0,0.0,396.8
WY,46000,60,2760000,524000,0.68,1877000,1998,Wyoming,West,56,0.0,91.2,0.0,0.0,0.0,91.2
WY,47000,66,3102000,558000,2.11,6545000,2013,Wyoming,West,56,840.9,155.9,526.2,0.0,0.0,1523.0
WY,50000,51,2550000,459000,1.87,4769000,2012,Wyoming,West,56,1174.9,277.0,423.3,0.0,0.0,1875.2
